Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
12/17/2021,DJX211217C00282000,0,0,32.25,36.45,0,0.2201,0.6375,0.0056,1,282.000,DJX211217P00282000,0,0,17.2,20.35,0,0.2208,-0.3615,0.0056,0
12/17/2021,DJX211217C00283000,0,0,31.6,35.75,0,0.219,0.6318,0.0057,0,283.000,DJX211217P00283000,0,0,17.55,20.7,0,0.22,-0.3673,0.0057,0
12/17/2021,DJX211217C00284000,0,0,30.9,35.1,0,0.2179,0.626,0.0057,0,284.000,DJX211217P00284000,0,0,17.85,21.05,0,0.2188,-0.373,0.0057,0
12/17/2021,DJX211217C00285000,30.1,0,30.25,34.45,0,0.2169,0.6201,0.0058,17,285.000,DJX211217P00285000,0,0,18.2,21.4,0,0.2178,-0.3789,0.0058,70
12/17/2021,DJX211217C00286000,0,0,30.25,33.85,0,0.2189,0.6138,0.0058,0,286.000,DJX211217P00286000,0,0,18.55,21.75,0,0.2168,-0.3848,0.0058,0
12/17/2021,DJX211217C00287000,0,0,29,33.15,0,0.215,0.6082,0.0059,0,287.000,DJX211217P00287000,0,0,18.9,22.1,0,0.2157,-0.3907,0.0059,0
12/17/2021,DJX211217C00288000,0,0,28.35,32.5,0,0.2139,0.6021,0.006,17,288.000,DJX211217P00288000,0,0,19.25,22.45,0,0.2146,-0.3968,0.0059,2
12/17/2021,DJX211217C00289000,0,0,27.7,31.85,0,0.2127,0.596,0.006,3,289.000,DJX211217P00289000,24.6,0,19.6,22.85,0,0.2137,-0.4028,0.006,6
12/17/2021,DJX211217C00290000,27.6,0,27.1,31.2,0,0.2117,0.5899,0.0061,2581,290.000,DJX211217P00290000,0,0,19.95,23.2,0,0.2125,-0.409,0.006,260
12/17/2021,DJX211217C00291000,0,0,26.5,30.6,0,0.2108,0.5837,0.0061,0,291.000,DJX211217P00291000,0,0,20.3,23.6,0,0.2114,-0.4152,0.0061,0
12/17/2021,DJX211217C00292000,0,0,25.85,29.95,0,0.2095,0.5774,0.0062,20,292.000,DJX211217P00292000,0,0,20.7,24,0,0.2106,-0.4214,0.0061,0
12/17/2021,DJX211217C00293000,0,0,25.25,29.35,0,0.2086,0.571,0.0062,0,293.000,DJX211217P00293000,0,0,21.1,24.35,0,0.2094,-0.4278,0.0062,0
12/17/2021,DJX211217C00294000,0,0,24.65,28.75,0,0.2076,0.5646,0.0063,11,294.000,DJX211217P00294000,0,0,21.45,24.75,0,0.2082,-0.4342,0.0062,0
12/17/2021,DJX211217C00295000,0,0,24.1,28.2,0,0.207,0.5582,0.0063,214,295.000,DJX211217P00295000,0,0,21.85,25.15,0,0.2072,-0.4406,0.0063,22
12/17/2021,DJX211217C00300000,23.47,1.645,21.2,25.3,1,0.202,0.5252,0.0065,10,300.000,DJX211217P00300000,26.13,-0.97,23.85,27.3,1,0.202,-0.4737,0.0065,84
12/17/2021,DJX211217C00305000,20,1.425,18.45,22.5,1,0.1967,0.4908,0.0067,61,305.000,DJX211217P00305000,0,0,26,29.6,0,0.1968,-0.508,0.0067,22
12/17/2021,DJX211217C00310000,0,0,15.9,19.9,0,0.1917,0.4553,0.0068,84,310.000,DJX211217P00310000,31.1,0,28.35,32.05,0,0.1917,-0.5436,0.0068,21
12/17/2021,DJX211217C00315000,0,0,13.5,17.45,0,0.1866,0.4189,0.0069,307,315.000,DJX211217P00315000,34.1,0,30.95,34.7,0,0.187,-0.5797,0.0069,45
12/17/2021,DJX211217C00320000,13.1,0,11.4,15.2,0,0.1821,0.3823,0.0069,557,320.000,DJX211217P00320000,0,0,33.7,37.6,0,0.1826,-0.6161,0.0069,104
06/17/2022,DJX220617C00190000,0,0,104.05,114.5,0,0.2765,0.9266,0.0013,382,190.000,DJX220617P00190000,5.8,0,3.45,5.45,0,0.291,-0.0792,0.0014,8
06/17/2022,DJX220617C00195000,0,0,100,109.5,0,0.2724,0.9181,0.0015,14,195.000,DJX220617P00195000,0,0,3.95,6.05,0,0.2872,-0.0883,0.0015,0
06/17/2022,DJX220617C00200000,0,0,95.6,105,0,0.2687,0.9085,0.0016,5,200.000,DJX220617P00200000,0,0,4.5,6.7,0,0.2834,-0.0981,0.0017,0
06/17/2022,DJX220617C00205000,0,0,91.25,101,0,0.2686,0.896,0.0018,0,205.000,DJX220617P00205000,0,0,5.1,7.4,0,0.2796,-0.1086,0.0018,0
06/17/2022,DJX220617C00210000,0,0,87,96.5,0,0.2643,0.8852,0.002,1,210.000,DJX220617P00210000,0,0,5.8,8.1,0,0.2758,-0.1198,0.002,0
06/17/2022,DJX220617C00215000,0,0,82.5,92,0,0.2577,0.8752,0.0022,0,215.000,DJX220617P00215000,0,0,6.4,8.95,0,0.2715,-0.1316,0.0021,0
06/17/2022,DJX220617C00220000,0,0,78.35,88,0,0.256,0.861,0.0023,0,220.000,DJX220617P00220000,0,0,7.15,9.8,0,0.2675,-0.1443,0.0023,3
06/17/2022,DJX220617C00225000,0,0,74.3,84,0,0.2539,0.8463,0.0025,0,225.000,DJX220617P00225000,0,0,8,10.7,0,0.2637,-0.1579,0.0025,20
06/17/2022,DJX220617C00230000,0,0,70.4,80,0,0.2517,0.8306,0.0027,0,230.000,DJX220617P00230000,0,0,8.8,11.65,0,0.2591,-0.1719,0.0027,0
06/17/2022,DJX220617C00235000,0,0,66.4,76,0,0.2481,0.8151,0.0029,1,235.000,DJX220617P00235000,0,0,9.75,12.7,0,0.2552,-0.1873,0.0029,0
06/17/2022,DJX220617C00240000,0,0,65.2,70.3,0,0.2491,0.7957,0.0031,0,240.000,DJX220617P00240000,0,0,10.75,13.8,0,0.2511,-0.2034,0.0031,1
06/17/2022,DJX220617C00245000,0,0,61.35,66.45,0,0.2453,0.7785,0.0033,1,245.000,DJX220617P00245000,0,0,11.8,14.95,0,0.2468,-0.2203,0.0033,2
06/17/2022,DJX220617C00250000,0,0,57.55,62.7,0,0.2414,0.7604,0.0035,0,250.000,DJX220617P00250000,0,0,12.95,16.2,0,0.2428,-0.2383,0.0035,20
06/17/2022,DJX220617C00255000,0,0,53.85,59,0,0.2375,0.7413,0.0037,0,255.000,DJX220617P00255000,16.75,0,14.25,17.5,0,0.2389,-0.2573,0.0037,4
06/17/2022,DJX220617C00260000,0,0,50.25,55.4,0,0.2336,0.7212,0.0039,150,260.000,DJX220617P00260000,0,0,15.45,18.9,0,0.2342,-0.277,0.0039,150
06/17/2022,DJX220617C00265000,47.37,0,46.7,51.9,0,0.2297,0.7001,0.0041,4,265.000,DJX220617P00265000,0,0,16.85,20.4,0,0.2302,-0.2979,0.0041,35
06/17/2022,DJX220617C00270000,42.4,0,43.3,48.5,0,0.226,0.6781,0.0043,7,270.000,DJX220617P00270000,0,0,18.4,22,0,0.2263,-0.32,0.0043,0
06/17/2022,DJX220617C00275000,40.35,0,39.95,45.15,0,0.2219,0.6551,0.0045,5,275.000,DJX220617P00275000,0,0,20.05,23.65,0,0.2223,-0.3429,0.0045,20
06/17/2022,DJX220617C00280000,0,0,36.75,41.85,0,0.2178,0.6312,0.0047,0,280.000,DJX220617P00280000,27.6,0,21.65,25.45,0,0.2179,-0.3668,0.0047,3
06/17/2022,DJX220617C00285000,0,0,33.65,38.7,0,0.2138,0.6063,0.0049,0,285.000,DJX220617P00285000,0,0,23.45,27.35,0,0.2138,-0.3917,0.0049,27
06/17/2022,DJX220617C00290000,0,0,30.65,35.65,0,0.2097,0.5804,0.0051,0,290.000,DJX220617P00290000,0,0,25.45,29.3,0,0.2098,-0.4175,0.0051,25
06/17/2022,DJX220617C00295000,27.5,0,27.8,32.75,0,0.2059,0.5537,0.0052,32,295.000,DJX220617P00295000,0,0,27.5,31.45,0,0.2059,-0.4442,0.0052,9
06/17/2022,DJX220617C00300000,0,0,25.05,30,0,0.2021,0.5262,0.0054,0,300.000,DJX220617P00300000,0,0,29.6,33.75,0,0.2018,-0.4718,0.0054,3
06/17/2022,DJX220617C00305000,0,0,22.4,27.35,0,0.1981,0.498,0.0055,3,305.000,DJX220617P00305000,0,0,31.9,36.15,0,0.1979,-0.5,0.0055,1
06/17/2022,DJX220617C00310000,0,0,19.95,24.9,0,0.1946,0.4694,0.0056,0,310.000,DJX220617P00310000,0,0,34.3,38.7,0,0.194,-0.5289,0.0056,0
06/17/2022,DJX220617C00315000,0,0,17.6,22.5,0,0.1907,0.44,0.0056,0,315.000,DJX220617P00315000,0,0,36.85,41.35,0,0.19,-0.5585,0.0057,21
06/17/2022,DJX220617C00320000,0,0,15.5,20.25,0,0.1873,0.4107,0.0057,2,320.000,DJX220617P00320000,0,0,39.55,44.2,0,0.1863,-0.5882,0.0057,31
06/17/2022,DJX220617C00325000,0,0,13.55,18.15,0,0.184,0.3814,0.0057,0,325.000,DJX220617P00325000,0,0,42.45,47.2,0,0.1828,-0.6178,0.0057,0
06/17/2022,DJX220617C00330000,0,0,11.8,16.25,0,0.1811,0.3526,0.0056,0,330.000,DJX220617P00330000,0,0,45.55,50.4,0,0.1798,-0.6469,0.0056,0
06/17/2022,DJX220617C00335000,0,0,10.25,14.5,0,0.1785,0.3246,0.0055,1,335.000,DJX220617P00335000,0,0,48.9,53.7,0,0.1771,-0.6753,0.0055,0
06/17/2022,DJX220617C00340000,0,0,8.85,12.9,0,0.1761,0.2974,0.0054,2,340.000,DJX220617P00340000,0,0,52.35,57.25,0,0.1747,-0.7026,0.0054,1
06/17/2022,DJX220617C00345000,0,0,7.6,11.4,0,0.1737,0.2709,0.0052,0,345.000,DJX220617P00345000,0,0,56,60.9,0,0.1725,-0.7289,0.0052,0
06/17/2022,DJX220617C00350000,0,0,6.5,10.15,0,0.172,0.2464,0.005,0,350.000,DJX220617P00350000,0,0,59.8,64.65,0,0.1704,-0.7542,0.005,3
06/17/2022,DJX220617C00355000,0,0,5.5,8.95,0,0.17,0.2225,0.0048,0,355.000,DJX220617P00355000,0,0,63.7,68.5,0,0.1682,-0.7786,0.0048,11
06/17/2022,DJX220617C00360000,0,0,4.65,7.85,0,0.1682,0.2,0.0045,0,360.000,DJX220617P00360000,0,0,65.3,75,0,0.1665,-0.8007,0.0046,45
12/16/2022,DJX221216C00100000,191.34,2.015,187.25,196.2,51,0,0.9946,0.0001,81,100.000,DJX221216P00100000,0.7,-0.15,0.6,0.95,1,0.3796,-0.0117,0.0002,158
12/16/2022,DJX221216C00105000,0,0,182.4,191.45,0,0,0.9911,0.0001,0,105.000,DJX221216P00105000,0,0,0.29,1.06,0,0.3558,-0.0111,0.0002,0
12/16/2022,DJX221216C00110000,0,0,177.5,186.7,0,0,0.9946,0.0001,0,110.000,DJX221216P00110000,0,0,0.42,1.19,0,0.3505,-0.0132,0.0002,0
12/16/2022,DJX221216C00115000,0,0,172.65,182.05,0,0,0.9903,0.0002,0,115.000,DJX221216P00115000,0,0,0.55,1.36,0,0.3454,-0.0156,0.0003,3
12/16/2022,DJX221216C00120000,0,0,167.8,177.35,0,0,0.9866,0.0002,0,120.000,DJX221216P00120000,0,0,0.67,1.58,0,0.3404,-0.0182,0.0003,3
12/16/2022,DJX221216C00125000,0,0,163,172.7,0,0,0.9823,0.0003,0,125.000,DJX221216P00125000,0,0,0.79,1.82,0,0.3353,-0.0211,0.0004,6
12/16/2022,DJX221216C00130000,0,0,158.25,168.05,0,0,0.9778,0.0004,0,130.000,DJX221216P00130000,2.57,0,0.96,2.08,0,0.3307,-0.0245,0.0004,2
12/16/2022,DJX221216C00135000,0,0,153.45,163.4,0,0,0.9957,0,0,135.000,DJX221216P00135000,0,0,1.13,2.36,0,0.3257,-0.028,0.0005,0
12/16/2022,DJX221216C00140000,0,0,148.75,158.8,0,0.2316,0.9888,0.0002,0,140.000,DJX221216P00140000,0,0,1.33,2.68,0,0.3212,-0.032,0.0005,0
12/16/2022,DJX221216C00145000,0,0,144.05,154.2,0,0.2482,0.982,0.0004,0,145.000,DJX221216P00145000,0,0,1.57,3,0,0.3166,-0.0364,0.0006,0
12/16/2022,DJX221216C00150000,0,0,139.4,149.65,0,0.2577,0.9749,0.0005,0,150.000,DJX221216P00150000,0,0,1.83,3.4,0,0.3126,-0.0413,0.0007,0
12/16/2022,DJX221216C00155000,0,0,134.8,145.15,0,0.2638,0.9675,0.0006,0,155.000,DJX221216P00155000,0,0,2.13,3.8,0,0.3083,-0.0466,0.0008,2
12/16/2022,DJX221216C00160000,0,0,130.2,140.65,0,0.2663,0.9604,0.0007,0,160.000,DJX221216P00160000,0,0,2.46,4.25,0,0.3043,-0.0524,0.0008,0
12/16/2022,DJX221216C00165000,0,0,125.65,136.2,0,0.2679,0.9527,0.0008,0,165.000,DJX221216P00165000,0,0,2.83,4.75,0,0.3006,-0.0588,0.0009,0
12/16/2022,DJX221216C00170000,0,0,121.15,131.75,0,0.2681,0.9448,0.0009,0,170.000,DJX221216P00170000,0,0,3.25,5.25,0,0.2965,-0.0656,0.001,0
12/16/2022,DJX221216C00175000,0,0,116.7,127.35,0,0.2679,0.9364,0.0011,0,175.000,DJX221216P00175000,0,0,3.75,5.8,0,0.293,-0.0731,0.0011,0
12/16/2022,DJX221216C00180000,114.75,0,112.3,122.95,0,0.2669,0.9276,0.0012,50,180.000,DJX221216P00180000,0,0,4.2,6.45,0,0.2892,-0.081,0.0012,29
12/16/2022,DJX221216C00185000,0,0,107.95,118.65,0,0.2659,0.918,0.0013,5,185.000,DJX221216P00185000,0,0,4.75,7.1,0,0.2856,-0.0895,0.0014,6
12/16/2022,DJX221216C00190000,0,0,103.6,114.4,0,0.2643,0.9081,0.0014,0,190.000,DJX221216P00190000,0,0,5.3,7.8,0,0.2816,-0.0984,0.0015,0
12/16/2022,DJX221216C00195000,0,0,99.9,109,0,0.2583,0.9002,0.0016,0,195.000,DJX221216P00195000,0,0,6,8.5,0,0.278,-0.1081,0.0016,0
12/16/2022,DJX221216C00200000,0,0,95.7,105,0,0.2578,0.8882,0.0017,17,200.000,DJX221216P00200000,0,0,6.7,9.3,0,0.2745,-0.1185,0.0017,137
12/16/2022,DJX221216C00205000,93.48,0,91.55,101,0,0.2566,0.876,0.0019,9,205.000,DJX221216P00205000,0,0,7.4,10.15,0,0.2706,-0.1292,0.0019,0
12/16/2022,DJX221216C00210000,0,0,87.45,97,0,0.2548,0.8633,0.002,0,210.000,DJX221216P00210000,0,0,8.2,11.05,0,0.267,-0.1408,0.002,400
12/16/2022,DJX221216C00215000,0,0,83.4,93,0,0.2524,0.8504,0.0022,0,215.000,DJX221216P00215000,0,0,9.05,12,0,0.2634,-0.1529,0.0021,2
12/16/2022,DJX221216C00220000,0,0,79.4,89,0,0.2496,0.837,0.0023,1,220.000,DJX221216P00220000,12.46,0,9.95,13,0,0.2596,-0.1657,0.0023,1
12/16/2022,DJX221216C00225000,0,0,75.5,85,0,0.2466,0.8229,0.0025,1,225.000,DJX221216P00225000,0,0,10.95,14.1,0,0.2563,-0.1794,0.0024,20
12/16/2022,DJX221216C00230000,0,0,71.65,81,0,0.2432,0.8084,0.0026,11,230.000,DJX221216P00230000,0,0,11.95,15.2,0,0.2523,-0.1935,0.0026,0
12/16/2022,DJX221216C00235000,0,0,70.2,76.25,0,0.2461,0.7896,0.0028,3,235.000,DJX221216P00235000,0,0,13,16.4,0,0.2485,-0.2084,0.0028,150
12/16/2022,DJX221216C00240000,0,0,66.45,72.5,0,0.2428,0.7737,0.0029,2,240.000,DJX221216P00240000,16.75,0,14.15,17.65,0,0.2447,-0.224,0.0029,8
12/16/2022,DJX221216C00245000,0,0,62.8,68.85,0,0.2396,0.7571,0.0031,2035,245.000,DJX221216P00245000,18,0,15.4,19,0,0.2412,-0.2404,0.0031,5
12/16/2022,DJX221216C00250000,0,0,59.15,65.25,0,0.236,0.7398,0.0033,12,250.000,DJX221216P00250000,0,0,16.7,20.4,0,0.2375,-0.2576,0.0032,5
12/16/2022,DJX221216C00255000,0,0,55.65,61.7,0,0.2326,0.7218,0.0034,12,255.000,DJX221216P00255000,0,0,18.1,21.9,0,0.234,-0.2755,0.0034,35
12/16/2022,DJX221216C00260000,51,0,52.2,58.25,0,0.2292,0.703,0.0036,912,260.000,DJX221216P00260000,0,0,19.55,23.45,0,0.2303,-0.2941,0.0036,105
12/16/2022,DJX221216C00265000,48.65,-1.3,48.85,54.85,1,0.2257,0.6835,0.0037,4,265.000,DJX221216P00265000,0,0,21.1,25.1,0,0.2267,-0.3135,0.0037,47
12/16/2022,DJX221216C00270000,0,0,45.6,51.55,0,0.2223,0.6632,0.0039,201,270.000,DJX221216P00270000,27.45,0,22.7,26.85,0,0.2231,-0.3336,0.0039,82
12/16/2022,DJX221216C00275000,0,0,42.4,48.35,0,0.2187,0.6423,0.0041,14,275.000,DJX221216P00275000,0,0,24.4,28.65,0,0.2193,-0.3545,0.004,21
12/16/2022,DJX221216C00280000,0,0,39.35,45.25,0,0.2154,0.6206,0.0042,186,280.000,DJX221216P00280000,0,0,26.25,30.55,0,0.2158,-0.3761,0.0042,54
12/16/2022,DJX221216C00285000,0,0,36.4,42.2,0,0.212,0.5983,0.0043,40,285.000,DJX221216P00285000,0,0,28.15,32.55,0,0.2121,-0.3984,0.0043,106
12/16/2022,DJX221216C00290000,0,0,33.55,39.3,0,0.2087,0.5753,0.0045,11,290.000,DJX221216P00290000,0,0,30.15,34.7,0,0.2086,-0.4214,0.0045,148
12/16/2022,DJX221216C00295000,0,0,30.75,36.45,0,0.2051,0.5517,0.0046,18,295.000,DJX221216P00295000,0,0,32.3,36.9,0,0.2051,-0.445,0.0046,10
12/16/2022,DJX221216C00300000,0,0,28.1,33.95,0,0.2024,0.5278,0.0047,47,300.000,DJX221216P00300000,0,0,34.5,39.3,0,0.2018,-0.4692,0.0047,2
12/16/2022,DJX221216C00305000,0,0,25.55,31.35,0,0.199,0.5032,0.0048,0,305.000,DJX221216P00305000,0,0,36.8,41.75,0,0.1982,-0.494,0.0048,1
12/16/2022,DJX221216C00310000,28.8,4.125,23.15,28.9,5,0.1959,0.4783,0.0048,0,310.000,DJX221216P00310000,0,0,39.35,44.35,0,0.1952,-0.5189,0.0049,0
12/16/2022,DJX221216C00315000,0,0,20.85,26.4,0,0.1922,0.4527,0.0049,0,315.000,DJX221216P00315000,0,0,41.9,47.05,0,0.1917,-0.5444,0.0049,6
12/16/2022,DJX221216C00320000,0,0,18.7,24.25,0,0.1894,0.4275,0.0049,0,320.000,DJX221216P00320000,0,0,44.6,49.9,0,0.1885,-0.57,0.005,1
12/16/2022,DJX221216C00325000,0,0,16.75,22.15,0,0.1866,0.4022,0.0049,1,325.000,DJX221216P00325000,0,0,47.45,52.9,0,0.1856,-0.5956,0.005,5
12/16/2022,DJX221216C00330000,0,0,14.95,20.2,0,0.1841,0.3773,0.0049,10,330.000,DJX221216P00330000,0,0,50.45,56,0,0.1826,-0.6212,0.0049,15
12/16/2022,DJX221216C00335000,0,0,13.3,18.4,0,0.1818,0.3528,0.0049,2,335.000,DJX221216P00335000,0,0,53.7,59.3,0,0.1804,-0.6457,0.0049,10
12/16/2022,DJX221216C00340000,0,0,11.8,16.7,0,0.1796,0.3288,0.0048,0,340.000,DJX221216P00340000,0,0,57,62.7,0,0.1779,-0.6703,0.0048,1
12/16/2022,DJX221216C00345000,0,0,10.45,15.15,0,0.1776,0.3056,0.0047,0,345.000,DJX221216P00345000,0,0,60.5,66.25,0,0.1759,-0.6938,0.0047,0
12/16/2022,DJX221216C00350000,0,0,9.25,13.75,0,0.1761,0.2835,0.0046,50,350.000,DJX221216P00350000,0,0,64.15,69.9,0,0.174,-0.7165,0.0046,3
12/16/2022,DJX221216C00355000,0,0,8.15,12.45,0,0.1745,0.2621,0.0044,0,355.000,DJX221216P00355000,0,0,67.85,73.65,0,0.1719,-0.7389,0.0045,11
12/16/2022,DJX221216C00360000,0,0,7.15,11.25,0,0.173,0.2416,0.0043,23,360.000,DJX221216P00360000,0,0,71.7,77.5,0,0.17,-0.7602,0.0043,45
12/16/2022,DJX221216C00365000,0,0,6.2,10.1,0,0.1712,0.2214,0.0041,0,365.000,DJX221216P00365000,0,0,75.8,81.4,0,0.1686,-0.7799,0.0042,0
12/16/2022,DJX221216C00370000,0,0,5.4,9.1,0,0.1699,0.2029,0.004,174,370.000,DJX221216P00370000,0,0,79.2,88.5,0,0.177,-0.7815,0.0039,0
